id,name,img-player,position,team,img-team,league,img-league,nation,img-nation,strong-foot,skill-moves,weak-foot,birth-date,height,workrates,type-card,over,div,han,kic,ref,spe,pos
3063,Eren Bilen,https://futhead.cursecdn.com/static/img/22/players/244943.png,GK,Göztepe,https://futhead.cursecdn.com/static/img/22/clubs/101026.png,Süper Lig,https://futhead.cursecdn.com/static/img/22/leagues/68.png,Turkey,https://futhead.cursecdn.com/static/img/22/nations/48.png,Right,1,2,2/12/2000,186cm,Medium/Medium,Bronze,54,56,53,56,58,19,49
3070,Eric Dick,https://futhead.cursecdn.com/static/img/22/players/242721.png,GK,Minnesota United,https://futhead.cursecdn.com/static/img/22/clubs/111138.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,United States,https://futhead.cursecdn.com/static/img/22/nations/95.png,Right,1,2,3/10/1994,196cm,Medium/Medium,Bronze,58,55,60,58,55,36,58
3071,Eric Dick,https://futhead.cursecdn.com/static/img/22/players/242721.png,GK,Columbus Crew,https://futhead.cursecdn.com/static/img/22/clubs/687.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,United States,https://futhead.cursecdn.com/static/img/22/nations/95.png,Right,1,2,3/10/1994,196cm,Medium/Medium,Bronze,58,55,60,58,55,36,58
3076,Eric Lopez,https://futhead.cursecdn.com/static/img/22/players/255178.png,GK,LA Galaxy,https://futhead.cursecdn.com/static/img/22/clubs/697.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,United States,https://futhead.cursecdn.com/static/img/22/nations/95.png,Left,1,2,5/3/1999,183cm,Medium/Medium,Bronze,54,57,51,53,59,26,49
3082,Eric Oelschlägel,https://futhead.cursecdn.com/static/img/22/players/232107.png,GK,FC Utrecht,https://futhead.cursecdn.com/static/img/22/clubs/1903.png,Eredivisie,https://futhead.cursecdn.com/static/img/22/leagues/10.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,1,3,20/09/1995,193cm,Medium/Medium,Silver,69,71,65,58,72,41,64
3102,Erik Domaschke,https://futhead.cursecdn.com/static/img/22/players/183596.png,GK,SV Meppen,https://futhead.cursecdn.com/static/img/22/clubs/110597.png,3. Liga,https://futhead.cursecdn.com/static/img/22/leagues/2076.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,1,2,11/11/1985,188cm,Medium/Medium,Silver,65,65,64,64,66,38,63
3137,Ersin Destanoğlu,https://futhead.cursecdn.com/static/img/22/players/245370.png,GK,Beşiktaş,https://futhead.cursecdn.com/static/img/22/clubs/327.png,Süper Lig,https://futhead.cursecdn.com/static/img/22/leagues/68.png,Turkey,https://futhead.cursecdn.com/static/img/22/nations/48.png,Right,1,1,1/1/2001,195cm,Medium/Medium,Silver,72,72,75,65,73,32,70
3138,Ertaç Özbir,https://futhead.cursecdn.com/static/img/22/players/202778.png,GK,Yeni Malatyaspor,https://futhead.cursecdn.com/static/img/22/clubs/113259.png,Süper Lig,https://futhead.cursecdn.com/static/img/22/leagues/68.png,Turkey,https://futhead.cursecdn.com/static/img/22/nations/48.png,Right,1,2,25/10/1989,188cm,Medium/Medium,Silver,69,69,67,61,69,29,69
3139,Erten Ersu,https://futhead.cursecdn.com/static/img/22/players/223041.png,GK,Konyaspor,https://futhead.cursecdn.com/static/img/22/clubs/101033.png,Süper Lig,https://futhead.cursecdn.com/static/img/22/leagues/68.png,Turkey,https://futhead.cursecdn.com/static/img/22/nations/48.png,Right,1,2,21/04/1994,195cm,Medium/Medium,Bronze,63,63,61,60,66,37,63
3141,Ertuğrul Taşkıran,https://futhead.cursecdn.com/static/img/22/players/194372.png,GK,Kasımpaşa,https://futhead.cursecdn.com/static/img/22/clubs/111339.png,Süper Lig,https://futhead.cursecdn.com/static/img/22/leagues/68.png,Turkey,https://futhead.cursecdn.com/static/img/22/nations/48.png,Right,1,2,5/11/1989,191cm,Medium/Medium,Silver,67,67,66,61,67,54,65
3144,Erwin Mulder,https://futhead.cursecdn.com/static/img/22/players/183567.png,GK,sc Heerenveen,https://futhead.cursecdn.com/static/img/22/clubs/1913.png,Eredivisie,https://futhead.cursecdn.com/static/img/22/leagues/10.png,Netherlands,https://futhead.cursecdn.com/static/img/22/nations/34.png,Right,1,3,3/3/1989,193cm,Medium/Medium,Silver,69,69,68,72,71,33,65
3149,Esteban Andrada,https://futhead.cursecdn.com/static/img/22/players/205849.png,GK,CF Monterrey,https://futhead.cursecdn.com/static/img/22/clubs/1032.png,LIGA BBVA MX,https://futhead.cursecdn.com/static/img/22/leagues/341.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,1,2,26/01/1991,194cm,Medium/Medium,Gold,80,76,79,82,83,44,81
3152,Esteban Salles,https://futhead.cursecdn.com/static/img/22/players/222820.png,GK,Grenoble Foot 38,https://futhead.cursecdn.com/static/img/22/clubs/1805.png,Ligue 2 BKT,https://futhead.cursecdn.com/static/img/22/leagues/17.png,France,https://futhead.cursecdn.com/static/img/22/nations/18.png,Right,1,2,2/3/1994,187cm,Medium/Medium,Silver,65,66,63,62,64,25,64
3155,Ethan Cox,https://futhead.cursecdn.com/static/img/22/players/264068.png,GK,Adelaide United,https://futhead.cursecdn.com/static/img/22/clubs/111393.png,A-League,https://futhead.cursecdn.com/static/img/22/leagues/351.png,Australia,https://futhead.cursecdn.com/static/img/22/nations/195.png,Right,1,2,7/1/2004,182cm,Medium/Medium,Bronze,51,55,51,55,53,15,46
3162,Ethan Horvath,https://futhead.cursecdn.com/static/img/22/players/219736.png,GK,Nott'm Forest,https://futhead.cursecdn.com/static/img/22/clubs/14.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,United States,https://futhead.cursecdn.com/static/img/22/nations/95.png,Right,1,3,9/6/1995,195cm,Medium/Medium,Silver,71,78,66,57,76,48,62
3168,Etienne Green,https://futhead.cursecdn.com/static/img/22/players/259166.png,GK,AS Saint-Étienne,https://futhead.cursecdn.com/static/img/22/clubs/1819.png,Ligue 1 Uber Eats,https://futhead.cursecdn.com/static/img/22/leagues/16.png,France,https://futhead.cursecdn.com/static/img/22/nations/18.png,Right,1,3,19/07/2000,190cm,Medium/Medium,Silver,70,71,70,68,73,26,72
3169,Etienne Vaessen,https://futhead.cursecdn.com/static/img/22/players/250916.png,GK,RKC Waalwijk,https://futhead.cursecdn.com/static/img/22/clubs/1905.png,Eredivisie,https://futhead.cursecdn.com/static/img/22/leagues/10.png,Netherlands,https://futhead.cursecdn.com/static/img/22/nations/34.png,Right,1,2,26/07/1995,189cm,Medium/Medium,Bronze,64,65,64,60,67,35,61
3170,Etrit Berisha,https://futhead.cursecdn.com/static/img/22/players/189296.png,GK,Torino,https://futhead.cursecdn.com/static/img/22/clubs/54.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Albania,https://futhead.cursecdn.com/static/img/22/nations/1.png,Left,1,2,10/3/1989,194cm,Medium/Medium,Gold,76,75,75,67,77,28,74
3175,Eugenio Lamanna,https://futhead.cursecdn.com/static/img/22/players/190769.png,GK,AC Monza,https://futhead.cursecdn.com/static/img/22/clubs/111811.png,Calcio B,https://futhead.cursecdn.com/static/img/22/leagues/2179.png,Italy,https://futhead.cursecdn.com/static/img/22/nations/27.png,Right,1,2,7/8/1989,187cm,Medium/Medium,Silver,70,68,68,64,72,31,70
3177,Evan Bush,https://futhead.cursecdn.com/static/img/22/players/206549.png,GK,Columbus Crew,https://futhead.cursecdn.com/static/img/22/clubs/687.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,United States,https://futhead.cursecdn.com/static/img/22/nations/95.png,Right,1,2,6/3/1986,186cm,Medium/Medium,Silver,66,68,63,63,68,32,64
3199,Ezkieta,https://futhead.cursecdn.com/static/img/22/players/225395.png,GK,Athletic Club,https://futhead.cursecdn.com/static/img/22/clubs/448.png,LaLiga Santander,https://futhead.cursecdn.com/static/img/22/leagues/53.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Right,1,3,17/08/1996,193cm,Medium/Medium,Silver,68,65,66,65,68,44,69
3201,Fabian Bredlow,https://futhead.cursecdn.com/static/img/22/players/223603.png,GK,VfB Stuttgart,https://futhead.cursecdn.com/static/img/22/clubs/36.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Left,1,4,2/3/1995,190cm,Medium/Medium,Silver,68,70,66,62,71,39,63
3219,Fabian de Keijzer,https://futhead.cursecdn.com/static/img/22/players/253442.png,GK,FC Utrecht,https://futhead.cursecdn.com/static/img/22/clubs/1903.png,Eredivisie,https://futhead.cursecdn.com/static/img/22/leagues/10.png,Netherlands,https://futhead.cursecdn.com/static/img/22/nations/34.png,Right,1,2,10/5/2000,193cm,Medium/Medium,Bronze,62,61,62,58,63,28,61
3223,Fabijan Buntić,https://futhead.cursecdn.com/static/img/22/players/234877.png,GK,FC Ingolstadt 04,https://futhead.cursecdn.com/static/img/22/clubs/111239.png,Bundesliga 2,https://futhead.cursecdn.com/static/img/22/leagues/20.png,Croatia,https://futhead.cursecdn.com/static/img/22/nations/10.png,Left,1,2,24/02/1997,194cm,Medium/Medium,Silver,68,69,68,66,69,24,68
3237,Fabián Assmann,https://futhead.cursecdn.com/static/img/22/players/176922.png,GK,Aldosivi,https://futhead.cursecdn.com/static/img/22/clubs/111707.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,1,2,23/03/1986,190cm,Medium/Medium,Bronze,64,70,53,65,66,52,64
3241,Fabricio,https://futhead.cursecdn.com/static/img/22/players/177723.png,GK,Fulham,https://futhead.cursecdn.com/static/img/22/clubs/144.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Right,1,4,31/12/1987,184cm,Medium/Medium,Silver,73,72,75,71,73,57,70
3246,Facundo Altamirano,https://futhead.cursecdn.com/static/img/22/players/227477.png,GK,Banfield,https://futhead.cursecdn.com/static/img/22/clubs/110404.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,1,3,21/03/1996,186cm,Medium/Medium,Silver,66,67,66,66,67,45,63
3247,Facundo Altamirano,https://futhead.cursecdn.com/static/img/22/players/227477.png,GK,Patronato,https://futhead.cursecdn.com/static/img/22/clubs/110581.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,1,3,21/03/1996,186cm,Medium/Medium,Silver,66,67,66,66,67,45,63
3248,Facundo Cambeses,https://futhead.cursecdn.com/static/img/22/players/232645.png,GK,Banfield,https://futhead.cursecdn.com/static/img/22/clubs/110404.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,1,2,9/4/1997,184cm,Medium/Medium,Silver,66,66,63,63,67,47,64
3254,Facundo Ferrero,https://futhead.cursecdn.com/static/img/22/players/261173.png,GK,Sarmiento,https://futhead.cursecdn.com/static/img/22/clubs/112713.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,1,3,5/3/1996,185cm,Medium/Medium,Bronze,62,64,62,59,60,32,58
3260,Facundo Sanguinetti,https://futhead.cursecdn.com/static/img/22/players/262865.png,GK,Banfield,https://futhead.cursecdn.com/static/img/22/clubs/110404.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,1,3,1/3/2001,184cm,Medium/Medium,Bronze,60,60,54,56,63,27,58
3272,Fan Weixiang,https://futhead.cursecdn.com/static/img/22/players/261979.png,GK,Chongqing LJ Ath,https://futhead.cursecdn.com/static/img/22/clubs/112165.png,Chinese Football Association Super League,https://futhead.cursecdn.com/static/img/22/leagues/2012.png,China PR,https://futhead.cursecdn.com/static/img/22/nations/155.png,Right,1,3,26/06/1997,194cm,Medium/Medium,Bronze,50,47,48,55,50,25,53
3273,Fang Jingqi,https://futhead.cursecdn.com/static/img/22/players/221798.png,GK,Tianjin JMT,https://futhead.cursecdn.com/static/img/22/clubs/111774.png,Chinese Football Association Super League,https://futhead.cursecdn.com/static/img/22/leagues/2012.png,China PR,https://futhead.cursecdn.com/static/img/22/nations/155.png,Right,1,3,17/01/1993,188cm,Medium/Medium,Bronze,60,60,60,54,60,38,62
3285,Fatih Öztürk,https://futhead.cursecdn.com/static/img/22/players/166097.png,GK,Galatasaray,https://futhead.cursecdn.com/static/img/22/clubs/325.png,Süper Lig,https://futhead.cursecdn.com/static/img/22/leagues/68.png,Turkey,https://futhead.cursecdn.com/static/img/22/nations/48.png,Right,1,2,22/12/1986,191cm,Medium/Medium,Silver,68,70,65,63,72,56,68
3288,Fawaz Al Qarni,https://futhead.cursecdn.com/static/img/22/players/208968.png,GK,Al Shabab,https://futhead.cursecdn.com/static/img/22/clubs/111674.png,MBS Pro League,https://futhead.cursecdn.com/static/img/22/leagues/350.png,Saudi Arabia,https://futhead.cursecdn.com/static/img/22/nations/183.png,Right,1,3,2/4/1992,184cm,Medium/Medium,Silver,65,64,61,61,68,44,65
3312,Federico Marchetti,https://futhead.cursecdn.com/static/img/22/players/139668.png,GK,Genoa,https://futhead.cursecdn.com/static/img/22/clubs/110556.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Italy,https://futhead.cursecdn.com/static/img/22/nations/27.png,Left,1,3,7/2/1983,188cm,Medium/Medium,Silver,69,66,67,62,67,53,70
3344,Felipe Rodríguez,https://futhead.cursecdn.com/static/img/22/players/177621.png,GK,FC Juárez,https://futhead.cursecdn.com/static/img/22/clubs/113134.png,LIGA BBVA MX,https://futhead.cursecdn.com/static/img/22/leagues/341.png,Mexico,https://futhead.cursecdn.com/static/img/22/nations/83.png,Right,1,3,3/4/1989,184cm,Medium/Medium,Silver,71,68,68,71,73,53,72
3349,Felix Dornebusch,https://futhead.cursecdn.com/static/img/22/players/219260.png,GK,Fortuna Sittard,https://futhead.cursecdn.com/static/img/22/clubs/634.png,Eredivisie,https://futhead.cursecdn.com/static/img/22/leagues/10.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,1,2,12/7/1994,193cm,Medium/Medium,Bronze,62,63,54,50,65,41,62
3350,Felix Gebhardt,https://futhead.cursecdn.com/static/img/22/players/259718.png,GK,FC Basel 1893,https://futhead.cursecdn.com/static/img/22/clubs/896.png,Credit Suisse Super League,https://futhead.cursecdn.com/static/img/22/leagues/189.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,1,3,1/3/2002,188cm,Medium/Medium,Bronze,52,53,45,47,57,17,52
3364,Ferdinand Oswald,https://futhead.cursecdn.com/static/img/22/players/250781.png,GK,WSG Tirol,https://futhead.cursecdn.com/static/img/22/clubs/15040.png,Österreichische Fußball-Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/80.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,1,4,5/10/1990,183cm,Medium/Medium,Silver,67,69,64,62,65,23,68
3367,Ferhat Kaplan,https://futhead.cursecdn.com/static/img/22/players/205874.png,GK,Adana Demirspor,https://futhead.cursecdn.com/static/img/22/clubs/101016.png,Süper Lig,https://futhead.cursecdn.com/static/img/22/leagues/68.png,Turkey,https://futhead.cursecdn.com/static/img/22/nations/48.png,Right,1,1,7/1/1989,190cm,Medium/Medium,Silver,67,62,66,68,64,46,71
3372,Fernando,https://futhead.cursecdn.com/static/img/22/players/205288.png,GK,UD Almería,https://futhead.cursecdn.com/static/img/22/clubs/1861.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Right,1,2,10/6/1990,185cm,Medium/Medium,Silver,71,71,70,66,72,48,66
3387,Fernando Muslera,https://futhead.cursecdn.com/static/img/22/players/182494.png,GK,Galatasaray,https://futhead.cursecdn.com/static/img/22/clubs/325.png,Süper Lig,https://futhead.cursecdn.com/static/img/22/leagues/68.png,Uruguay,https://futhead.cursecdn.com/static/img/22/nations/60.png,Right,1,2,16/06/1986,190cm,Medium/Medium,Gold,81,84,78,73,81,61,82
3391,Fernando Tapia,https://futhead.cursecdn.com/static/img/22/players/259085.png,GK,América,https://futhead.cursecdn.com/static/img/22/clubs/1879.png,LIGA BBVA MX,https://futhead.cursecdn.com/static/img/22/leagues/341.png,Mexico,https://futhead.cursecdn.com/static/img/22/nations/83.png,Right,1,2,17/06/2001,185cm,Medium/Medium,Bronze,61,61,62,60,65,24,59
3404,Filip Bednarek,https://futhead.cursecdn.com/static/img/22/players/208894.png,GK,Lech Poznań,https://futhead.cursecdn.com/static/img/22/clubs/873.png,PKO Bank Polski Ekstraklasa,https://futhead.cursecdn.com/static/img/22/leagues/66.png,Poland,https://futhead.cursecdn.com/static/img/22/nations/37.png,Right,1,2,26/09/1992,188cm,Medium/Medium,Silver,65,64,62,65,68,44,64
3409,Filip Chalupniczak,https://futhead.cursecdn.com/static/img/22/players/262373.png,GK,Sutton United,https://futhead.cursecdn.com/static/img/22/clubs/110799.png,EFL League Two,https://futhead.cursecdn.com/static/img/22/leagues/61.png,Poland,https://futhead.cursecdn.com/static/img/22/nations/37.png,Right,1,2,15/02/2001,187cm,Medium/Medium,Bronze,51,50,52,51,52,28,51
3412,Filip Jörgensen,https://futhead.cursecdn.com/static/img/22/players/258485.png,GK,Villarreal CF,https://futhead.cursecdn.com/static/img/22/clubs/483.png,LaLiga Santander,https://futhead.cursecdn.com/static/img/22/leagues/53.png,Sweden,https://futhead.cursecdn.com/static/img/22/nations/46.png,Right,1,2,16/04/2002,189cm,Medium/Medium,Bronze,63,63,69,68,65,36,63
3418,Filip Majchrowicz,https://futhead.cursecdn.com/static/img/22/players/244551.png,GK,Radomiak Radom,https://futhead.cursecdn.com/static/img/22/clubs/111088.png,PKO Bank Polski Ekstraklasa,https://futhead.cursecdn.com/static/img/22/leagues/66.png,Poland,https://futhead.cursecdn.com/static/img/22/nations/37.png,Right,1,3,9/2/2000,194cm,Medium/Medium,Bronze,59,61,57,61,63,33,59
3438,Finn Dahmen,https://futhead.cursecdn.com/static/img/22/players/242818.png,GK,1. FSV Mainz 05,https://futhead.cursecdn.com/static/img/22/clubs/169.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,1,3,27/03/1998,187cm,Medium/Medium,Silver,70,73,65,69,74,45,67
3445,Flavius Croitoru,https://futhead.cursecdn.com/static/img/22/players/257740.png,GK,FC Argeș,https://futhead.cursecdn.com/static/img/22/clubs/100759.png,Liga I,https://futhead.cursecdn.com/static/img/22/leagues/330.png,Romania,https://futhead.cursecdn.com/static/img/22/nations/39.png,Right,1,2,13/07/1992,192cm,Medium/Medium,Bronze,62,64,61,67,61,43,50
3458,Florian Faist,https://futhead.cursecdn.com/static/img/22/players/244409.png,GK,TSV Hartberg,https://futhead.cursecdn.com/static/img/22/clubs/2017.png,Österreichische Fußball-Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/80.png,Austria,https://futhead.cursecdn.com/static/img/22/nations/4.png,Left,1,2,10/4/1989,184cm,Medium/Medium,Bronze,62,61,62,55,60,26,63
3466,Florian Kastenmeier,https://futhead.cursecdn.com/static/img/22/players/251292.png,GK,Düsseldorf,https://futhead.cursecdn.com/static/img/22/clubs/110636.png,Bundesliga 2,https://futhead.cursecdn.com/static/img/22/leagues/20.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,1,3,28/06/1997,192cm,Medium/Medium,Silver,71,73,67,70,73,26,67
3471,Florian Müller,https://futhead.cursecdn.com/static/img/22/players/234833.png,GK,VfB Stuttgart,https://futhead.cursecdn.com/static/img/22/clubs/36.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Left,1,4,13/11/1997,190cm,Medium/Medium,Gold,77,76,74,72,81,43,73
3474,Florian Palmowski,https://futhead.cursecdn.com/static/img/22/players/258031.png,GK,Hertha Berlin,https://futhead.cursecdn.com/static/img/22/clubs/166.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,1,3,11/6/2001,185cm,Medium/Medium,Bronze,61,58,60,60,62,32,65
3479,Florian Stritzel,https://futhead.cursecdn.com/static/img/22/players/208776.png,GK,SVWW,https://futhead.cursecdn.com/static/img/22/clubs/492.png,3. Liga,https://futhead.cursecdn.com/static/img/22/leagues/2076.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,1,3,31/01/1994,197cm,Medium/Medium,Bronze,64,69,59,40,64,34,68
3489,Florin Iacob,https://futhead.cursecdn.com/static/img/22/players/257794.png,GK,UTA Arad,https://futhead.cursecdn.com/static/img/22/clubs/110750.png,Liga I,https://futhead.cursecdn.com/static/img/22/leagues/330.png,Romania,https://futhead.cursecdn.com/static/img/22/nations/39.png,Right,1,2,16/08/1993,180cm,Medium/Medium,Bronze,64,64,64,67,71,47,48
3490,Florin Niță,https://futhead.cursecdn.com/static/img/22/players/238033.png,GK,Sparta Praha,https://futhead.cursecdn.com/static/img/22/clubs/267.png,Česká Liga,https://futhead.cursecdn.com/static/img/22/leagues/319.png,Romania,https://futhead.cursecdn.com/static/img/22/nations/39.png,Right,1,2,3/7/1987,184cm,Medium/Medium,Gold,76,76,75,70,77,27,77
3506,Fortuño,https://futhead.cursecdn.com/static/img/22/players/258948.png,GK,RCD Espanyol,https://futhead.cursecdn.com/static/img/22/clubs/452.png,LaLiga Santander,https://futhead.cursecdn.com/static/img/22/leagues/53.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Right,1,3,5/11/2001,183cm,Medium/Medium,Silver,66,65,64,63,67,42,66
3519,Fran Vieites,https://futhead.cursecdn.com/static/img/22/players/243587.png,GK,CD Lugo,https://futhead.cursecdn.com/static/img/22/clubs/110831.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Right,1,2,7/5/1999,196cm,Medium/Medium,Bronze,64,67,60,67,63,18,59
3524,Francesco Bardi,https://futhead.cursecdn.com/static/img/22/players/193786.png,GK,Bologna,https://futhead.cursecdn.com/static/img/22/clubs/189.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Italy,https://futhead.cursecdn.com/static/img/22/nations/27.png,Right,1,1,18/01/1992,188cm,Medium/Medium,Silver,73,75,71,65,76,49,70
3533,Francesco Rossi,https://futhead.cursecdn.com/static/img/22/players/194894.png,GK,Bergamo Calcio,https://futhead.cursecdn.com/static/img/22/clubs/115845.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Italy,https://futhead.cursecdn.com/static/img/22/nations/27.png,Right,1,2,27/04/1991,193cm,Medium/Medium,Bronze,60,62,60,62,60,22,58
3538,Francis Uzoho,https://futhead.cursecdn.com/static/img/22/players/239120.png,GK,Apoel FC,https://futhead.cursecdn.com/static/img/22/clubs/100135.png,Liga Cyprus,https://futhead.cursecdn.com/static/img/22/leagues/2210.png,Nigeria,https://futhead.cursecdn.com/static/img/22/nations/133.png,Right,1,2,28/10/1998,196cm,Medium/Medium,Silver,70,70,68,69,71,28,69
3563,Franco Flückiger,https://futhead.cursecdn.com/static/img/22/players/211835.png,GK,Türkgücü,https://futhead.cursecdn.com/static/img/22/clubs/114398.png,3. Liga,https://futhead.cursecdn.com/static/img/22/leagues/2076.png,Germany,https://futhead.cursecdn.com/static/img/22/nations/21.png,Right,1,3,1/3/1991,195cm,Medium/Medium,Bronze,62,64,62,59,63,44,61
3569,Franco Pizzicanella,https://futhead.cursecdn.com/static/img/22/players/233030.png,GK,Atlético Tucumán,https://futhead.cursecdn.com/static/img/22/clubs/111708.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,1,2,29/05/1996,183cm,Medium/Medium,Bronze,59,57,59,60,58,34,57
3577,Francois-Joseph Sollacaro,https://futhead.cursecdn.com/static/img/22/players/223011.png,GK,AC Ajaccio,https://futhead.cursecdn.com/static/img/22/clubs/614.png,Ligue 2 BKT,https://futhead.cursecdn.com/static/img/22/leagues/17.png,France,https://futhead.cursecdn.com/static/img/22/nations/18.png,Right,1,2,21/03/1994,181cm,Medium/Medium,Bronze,61,62,59,56,64,44,60
3588,František Plach,https://futhead.cursecdn.com/static/img/22/players/242514.png,GK,Piast Gliwice,https://futhead.cursecdn.com/static/img/22/clubs/111086.png,PKO Bank Polski Ekstraklasa,https://futhead.cursecdn.com/static/img/22/leagues/66.png,Slovakia,https://futhead.cursecdn.com/static/img/22/nations/43.png,Left,1,2,8/3/1992,192cm,Medium/Medium,Silver,71,71,69,66,72,33,70
3594,Fraser Forster,https://futhead.cursecdn.com/static/img/22/players/172203.png,GK,Southampton,https://futhead.cursecdn.com/static/img/22/clubs/17.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,1,5,17/03/1988,201cm,Medium/Medium,Gold,75,75,71,64,79,30,74
3597,Fred Emmings,https://futhead.cursecdn.com/static/img/22/players/255336.png,GK,Minnesota United,https://futhead.cursecdn.com/static/img/22/clubs/111138.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,United States,https://futhead.cursecdn.com/static/img/22/nations/95.png,Left,1,2,8/2/2004,195cm,Medium/Medium,Bronze,48,51,45,59,53,20,42
3601,Freddie Woodman,https://futhead.cursecdn.com/static/img/22/players/222514.png,GK,Newcastle Utd,https://futhead.cursecdn.com/static/img/22/clubs/13.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,1,2,4/3/1997,190cm,Medium/Medium,Silver,74,74,70,70,74,47,73
3602,Freddie Woodman,https://futhead.cursecdn.com/static/img/22/players/222514.png,GK,AFC Bournemouth,https://futhead.cursecdn.com/static/img/22/clubs/1943.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,1,2,4/3/1997,190cm,Medium/Medium,Silver,74,74,70,70,74,47,73
3609,Frederik Rønnow,https://futhead.cursecdn.com/static/img/22/players/201269.png,GK,Union Berlin,https://futhead.cursecdn.com/static/img/22/clubs/1831.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,Denmark,https://futhead.cursecdn.com/static/img/22/nations/13.png,Right,1,2,4/8/1992,190cm,Medium/Medium,Silver,74,76,70,67,77,47,72
3646,Gabriel,https://futhead.cursecdn.com/static/img/22/players/201931.png,GK,Lecce,https://futhead.cursecdn.com/static/img/22/clubs/347.png,Calcio B,https://futhead.cursecdn.com/static/img/22/leagues/2179.png,Brazil,https://futhead.cursecdn.com/static/img/22/nations/54.png,Right,1,2,27/09/1992,193cm,Medium/Medium,Gold,75,77,73,68,77,36,75
