id,name,img-player,position,team,img-team,league,img-league,nation,img-nation,strong-foot,skill-moves,weak-foot,birth-date,height,workrates,type-card,over,pac,sho,pas,dri,def,phy
1974,Copete,https://futhead.cursecdn.com/static/img/22/players/263396.png,CB,SD Ponferradina,https://futhead.cursecdn.com/static/img/22/clubs/2023.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Left,2,2,10/10/1999,192cm,Medium/Medium,Silver,65,62,32,49,52,68,61
1975,Corentin Jean,https://futhead.cursecdn.com/static/img/22/players/211239.png,ST,RC Lens,https://futhead.cursecdn.com/static/img/22/clubs/64.png,Ligue 1 Uber Eats,https://futhead.cursecdn.com/static/img/22/leagues/16.png,France,https://futhead.cursecdn.com/static/img/22/nations/18.png,Right,3,3,15/07/1995,170cm,Medium/Medium,Silver,70,78,70,69,74,31,58
1976,Corentin Tolisso,https://futhead.cursecdn.com/static/img/22/players/219683.png,CM,FC Bayern München,https://futhead.cursecdn.com/static/img/22/clubs/21.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,France,https://futhead.cursecdn.com/static/img/22/nations/18.png,Right,3,3,3/8/1994,181cm,High/Medium,Gold,80,66,77,77,78,76,78
1977,Corey Baird,https://futhead.cursecdn.com/static/img/22/players/242716.png,ST,Houston Dynamo,https://futhead.cursecdn.com/static/img/22/clubs/698.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,United States,https://futhead.cursecdn.com/static/img/22/nations/95.png,Right,2,4,30/01/1996,178cm,High/Medium,Silver,66,77,64,55,65,32,68
1978,Corey Brown,https://futhead.cursecdn.com/static/img/22/players/209364.png,LWB,Brisbane Roar,https://futhead.cursecdn.com/static/img/22/clubs/111395.png,A-League,https://futhead.cursecdn.com/static/img/22/leagues/351.png,Australia,https://futhead.cursecdn.com/static/img/22/nations/195.png,Left,2,2,7/1/1994,174cm,High/Medium,Silver,65,72,44,59,61,57,67
1979,Cornel Dinu,https://futhead.cursecdn.com/static/img/22/players/251041.png,LB,AFC Chindia,https://futhead.cursecdn.com/static/img/22/clubs/113387.png,Liga I,https://futhead.cursecdn.com/static/img/22/leagues/330.png,Romania,https://futhead.cursecdn.com/static/img/22/nations/39.png,Left,2,3,9/6/1989,175cm,Medium/Medium,Silver,65,72,33,52,60,60,71
1980,Cornel Râpă,https://futhead.cursecdn.com/static/img/22/players/202754.png,RB,Cracovia,https://futhead.cursecdn.com/static/img/22/clubs/110747.png,PKO Bank Polski Ekstraklasa,https://futhead.cursecdn.com/static/img/22/leagues/66.png,Romania,https://futhead.cursecdn.com/static/img/22/nations/39.png,Right,2,3,16/01/1990,180cm,High/Medium,Silver,66,73,47,59,60,61,70
1981,Corpas,https://futhead.cursecdn.com/static/img/22/players/244197.png,RM,SD Eibar,https://futhead.cursecdn.com/static/img/22/clubs/467.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Right,3,3,7/7/1991,178cm,Medium/Medium,Silver,74,86,67,69,74,36,58
1982,Corry Evans,https://futhead.cursecdn.com/static/img/22/players/186135.png,CDM,Sunderland,https://futhead.cursecdn.com/static/img/22/clubs/106.png,EFL League One,https://futhead.cursecdn.com/static/img/22/leagues/60.png,Northern Ireland,https://futhead.cursecdn.com/static/img/22/nations/35.png,Right,2,3,30/07/1990,180cm,Low/High,Silver,67,52,56,60,58,65,66
1983,Cory Burke,https://futhead.cursecdn.com/static/img/22/players/241984.png,ST,Philadelphia,https://futhead.cursecdn.com/static/img/22/clubs/112134.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,Jamaica,https://futhead.cursecdn.com/static/img/22/nations/82.png,Right,2,3,28/12/1991,191cm,Medium/Medium,Silver,68,74,67,40,61,25,72
1984,Costinha,https://futhead.cursecdn.com/static/img/22/players/229473.png,CAM,Santa Clara,https://futhead.cursecdn.com/static/img/22/clubs/1438.png,Liga Portugal,https://futhead.cursecdn.com/static/img/22/leagues/308.png,Portugal,https://futhead.cursecdn.com/static/img/22/nations/38.png,Right,3,4,25/08/1992,170cm,High/Medium,Silver,68,77,64,67,70,65,59
1985,Cote,https://futhead.cursecdn.com/static/img/22/players/190143.png,LB,CA Osasuna,https://futhead.cursecdn.com/static/img/22/clubs/479.png,LaLiga Santander,https://futhead.cursecdn.com/static/img/22/leagues/53.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Left,3,3,5/9/1989,182cm,High/Low,Gold,77,67,54,74,73,77,69
1986,Coutinho,https://futhead.cursecdn.com/static/img/22/players/189242.png,CAM,Aston Villa,https://futhead.cursecdn.com/static/img/22/clubs/2.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,Brazil,https://futhead.cursecdn.com/static/img/22/nations/54.png,Right,5,4,12/6/1992,172cm,High/Medium,Gold,82,69,79,80,88,52,59
1987,Craig Bryson,https://futhead.cursecdn.com/static/img/22/players/159080.png,CM,St. Johnstone,https://futhead.cursecdn.com/static/img/22/clubs/100804.png,cinch Premiership,https://futhead.cursecdn.com/static/img/22/leagues/50.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Right,2,3,6/11/1986,170cm,Medium/Medium,Silver,65,45,63,64,67,61,55
1988,Craig Cathcart,https://futhead.cursecdn.com/static/img/22/players/180706.png,CB,Watford,https://futhead.cursecdn.com/static/img/22/clubs/1795.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,Northern Ireland,https://futhead.cursecdn.com/static/img/22/nations/35.png,Right,2,3,6/2/1989,190cm,Medium/High,Silver,72,35,37,55,53,74,71
1989,Craig Dawson,https://futhead.cursecdn.com/static/img/22/players/194806.png,CB,West Ham,https://futhead.cursecdn.com/static/img/22/clubs/19.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,2,2,6/5/1990,188cm,Low/Medium,Gold,77,51,47,59,57,79,76
1990,Craig Forsyth,https://futhead.cursecdn.com/static/img/22/players/204353.png,LB,Derby County,https://futhead.cursecdn.com/static/img/22/clubs/91.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Left,2,2,24/02/1989,189cm,Medium/High,Silver,68,54,59,63,64,68,69
1991,Craig Goodwin,https://futhead.cursecdn.com/static/img/22/players/209888.png,LM,Adelaide United,https://futhead.cursecdn.com/static/img/22/clubs/111393.png,A-League,https://futhead.cursecdn.com/static/img/22/leagues/351.png,Australia,https://futhead.cursecdn.com/static/img/22/nations/195.png,Left,3,3,16/12/1991,180cm,High/Medium,Silver,73,83,68,68,73,58,73
1993,Craig Halkett,https://futhead.cursecdn.com/static/img/22/players/222045.png,CB,Hearts,https://futhead.cursecdn.com/static/img/22/clubs/80.png,cinch Premiership,https://futhead.cursecdn.com/static/img/22/leagues/50.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Right,2,3,29/05/1995,183cm,Medium/High,Silver,66,63,50,52,57,65,73
1995,Craig Noone,https://futhead.cursecdn.com/static/img/22/players/189885.png,RM,Macarthur FC,https://futhead.cursecdn.com/static/img/22/clubs/114604.png,A-League,https://futhead.cursecdn.com/static/img/22/leagues/351.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Left,3,3,17/11/1987,177cm,High/Low,Silver,67,77,59,62,70,46,60
1996,Craig Sibbald,https://futhead.cursecdn.com/static/img/22/players/243807.png,CM,Livingston,https://futhead.cursecdn.com/static/img/22/clubs/621.png,cinch Premiership,https://futhead.cursecdn.com/static/img/22/leagues/50.png,Scotland,https://futhead.cursecdn.com/static/img/22/nations/42.png,Left,3,3,18/05/1995,170cm,Medium/Medium,Silver,65,80,59,62,69,58,58
1997,Cris Salvador,https://futhead.cursecdn.com/static/img/22/players/236997.png,CDM,SD Huesca,https://futhead.cursecdn.com/static/img/22/clubs/110839.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Right,2,3,20/11/1994,184cm,Medium/Medium,Silver,69,64,51,61,67,67,77
1998,Cristhian Paredes,https://futhead.cursecdn.com/static/img/22/players/237203.png,CDM,Portland Timbers,https://futhead.cursecdn.com/static/img/22/clubs/111140.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,Paraguay,https://futhead.cursecdn.com/static/img/22/nations/58.png,Right,2,3,18/05/1998,183cm,High/High,Silver,68,68,62,65,64,64,69
1999,Cristhian Stuani,https://futhead.cursecdn.com/static/img/22/players/186537.png,ST,Girona FC,https://futhead.cursecdn.com/static/img/22/clubs/110062.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Uruguay,https://futhead.cursecdn.com/static/img/22/nations/60.png,Right,4,3,12/10/1986,186cm,Medium/Low,Gold,76,68,79,69,70,48,82
2000,Cristi Bărbuț,https://futhead.cursecdn.com/static/img/22/players/248061.png,RW,Sepsi OSK,https://futhead.cursecdn.com/static/img/22/clubs/113378.png,Liga I,https://futhead.cursecdn.com/static/img/22/leagues/330.png,Romania,https://futhead.cursecdn.com/static/img/22/nations/39.png,Right,3,3,22/04/1995,166cm,High/Low,Silver,68,92,64,59,68,32,56
2001,Cristian Ansaldi,https://futhead.cursecdn.com/static/img/22/players/173306.png,LWB,Torino,https://futhead.cursecdn.com/static/img/22/clubs/54.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,4,5,20/09/1986,181cm,Medium/High,Gold,78,77,64,76,77,72,70
2002,Cristian Arango,https://futhead.cursecdn.com/static/img/22/players/217998.png,ST,LAFC,https://futhead.cursecdn.com/static/img/22/clubs/112996.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,Colombia,https://futhead.cursecdn.com/static/img/22/nations/56.png,Right,3,3,9/3/1995,178cm,Medium/Medium,Silver,72,74,72,64,72,33,67
2003,Cristian Battocchio,https://futhead.cursecdn.com/static/img/22/players/202827.png,CM,Pumas,https://futhead.cursecdn.com/static/img/22/clubs/1881.png,LIGA BBVA MX,https://futhead.cursecdn.com/static/img/22/leagues/341.png,Italy,https://futhead.cursecdn.com/static/img/22/nations/27.png,Right,3,3,10/2/1992,169cm,High/Medium,Silver,69,69,68,70,72,57,58
2004,Cristian Borja,https://futhead.cursecdn.com/static/img/22/players/227153.png,LB,Alanyaspor,https://futhead.cursecdn.com/static/img/22/clubs/113142.png,Süper Lig,https://futhead.cursecdn.com/static/img/22/leagues/68.png,Colombia,https://futhead.cursecdn.com/static/img/22/nations/56.png,Left,3,2,18/02/1993,180cm,Medium/Medium,Silver,74,85,50,65,69,69,74
2006,Cristian Calderón,https://futhead.cursecdn.com/static/img/22/players/233954.png,LB,Guadalajara,https://futhead.cursecdn.com/static/img/22/clubs/1880.png,LIGA BBVA MX,https://futhead.cursecdn.com/static/img/22/leagues/341.png,Mexico,https://futhead.cursecdn.com/static/img/22/nations/83.png,Left,3,3,24/05/1997,176cm,High/Medium,Silver,70,81,53,61,67,64,67
2007,Cristian Colmán,https://futhead.cursecdn.com/static/img/22/players/237461.png,ST,Godoy Cruz,https://futhead.cursecdn.com/static/img/22/clubs/111706.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png,Paraguay,https://futhead.cursecdn.com/static/img/22/nations/58.png,Right,3,4,26/02/1994,185cm,Medium/Medium,Silver,69,76,66,49,68,30,76
2008,Cristian Costin,https://futhead.cursecdn.com/static/img/22/players/251022.png,RB,FC Voluntari,https://futhead.cursecdn.com/static/img/22/clubs/113182.png,Liga I,https://futhead.cursecdn.com/static/img/22/leagues/330.png,Romania,https://futhead.cursecdn.com/static/img/22/nations/39.png,Right,2,3,17/06/1998,177cm,High/High,Silver,65,80,43,58,61,57,63
2009,Cristian Cásseres Jr,https://futhead.cursecdn.com/static/img/22/players/242534.png,CDM,Red Bulls,https://futhead.cursecdn.com/static/img/22/clubs/689.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,Venezuela,https://futhead.cursecdn.com/static/img/22/nations/61.png,Right,3,4,20/01/2000,175cm,High/High,Silver,71,75,55,65,71,69,70
2010,Cristian Dájome,https://futhead.cursecdn.com/static/img/22/players/229658.png,RM,Whitecaps FC,https://futhead.cursecdn.com/static/img/22/clubs/101112.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,Colombia,https://futhead.cursecdn.com/static/img/22/nations/56.png,Right,3,3,3/1/1994,172cm,High/High,Silver,72,83,64,62,72,52,69
2011,Cristian Erbes,https://futhead.cursecdn.com/static/img/22/players/194885.png,CDM,Atlético Tucumán,https://futhead.cursecdn.com/static/img/22/clubs/111708.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,3,2,6/1/1990,172cm,Medium/Medium,Silver,69,67,54,60,63,72,65
2012,Cristian Espinoza,https://futhead.cursecdn.com/static/img/22/players/226385.png,RM,SJ Earthquakes,https://futhead.cursecdn.com/static/img/22/clubs/111928.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,3,4,3/4/1995,173cm,High/High,Silver,74,83,65,70,74,43,65
2013,Cristian Ferreira,https://futhead.cursecdn.com/static/img/22/players/241568.png,CM,Colón,https://futhead.cursecdn.com/static/img/22/clubs/110406.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,3,3,12/9/1999,175cm,Medium/Low,Silver,70,77,69,74,73,54,63
2014,Cristian Gamboa,https://futhead.cursecdn.com/static/img/22/players/198553.png,RB,VfL Bochum,https://futhead.cursecdn.com/static/img/22/clubs/160.png,Bundesliga,https://futhead.cursecdn.com/static/img/22/leagues/19.png,Costa Rica,https://futhead.cursecdn.com/static/img/22/nations/72.png,Right,3,2,24/10/1989,175cm,High/Medium,Silver,72,84,48,66,71,67,69
2016,Cristian González,https://futhead.cursecdn.com/static/img/22/players/236020.png,CB,Santa Clara,https://futhead.cursecdn.com/static/img/22/clubs/1438.png,Liga Portugal,https://futhead.cursecdn.com/static/img/22/leagues/308.png,Uruguay,https://futhead.cursecdn.com/static/img/22/nations/60.png,Right,2,3,23/07/1996,185cm,Medium/High,Silver,66,66,35,54,56,66,66
2017,Cristian Guanca,https://futhead.cursecdn.com/static/img/22/players/227785.png,CAM,Al Ain FC,https://futhead.cursecdn.com/static/img/22/clubs/111701.png,United Emirates League,https://futhead.cursecdn.com/static/img/22/leagues/2172.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Left,3,3,26/03/1993,174cm,High/Low,Silver,74,78,75,69,74,40,69
2018,Cristian Gutiérrez,https://futhead.cursecdn.com/static/img/22/players/229650.png,LB,Whitecaps FC,https://futhead.cursecdn.com/static/img/22/clubs/101112.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,Canada,https://futhead.cursecdn.com/static/img/22/nations/70.png,Left,2,2,18/02/1997,181cm,High/Medium,Silver,68,77,43,63,64,63,67
2019,Cristian Herrera,https://futhead.cursecdn.com/static/img/22/players/204280.png,RM,UD Ibiza,https://futhead.cursecdn.com/static/img/22/clubs/113981.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Left,3,3,13/03/1991,181cm,High/Medium,Silver,68,72,69,66,61,47,80
2020,Cristian Insaurralde,https://futhead.cursecdn.com/static/img/22/players/205631.png,LW,Unión,https://futhead.cursecdn.com/static/img/22/clubs/111716.png,CONMEBOL Sudamericana,https://futhead.cursecdn.com/static/img/22/leagues/1014.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,3,3,20/07/1991,180cm,Medium/Low,Silver,68,77,68,56,71,39,66
2022,Cristian Manea,https://futhead.cursecdn.com/static/img/22/players/223229.png,RB,CFR Cluj,https://futhead.cursecdn.com/static/img/22/clubs/114385.png,Liga I,https://futhead.cursecdn.com/static/img/22/leagues/330.png,Romania,https://futhead.cursecdn.com/static/img/22/nations/39.png,Right,2,3,9/8/1997,183cm,Medium/High,Silver,68,75,48,61,62,65,72
2023,Cristian Menéndez,https://futhead.cursecdn.com/static/img/22/players/215294.png,ST,Atlético Tucumán,https://futhead.cursecdn.com/static/img/22/clubs/111708.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,3,3,2/4/1988,185cm,High/High,Silver,70,60,70,60,69,38,71
2024,Cristian Molinaro,https://futhead.cursecdn.com/static/img/22/players/149064.png,LB,Venezia,https://futhead.cursecdn.com/static/img/22/clubs/205.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Italy,https://futhead.cursecdn.com/static/img/22/nations/27.png,Left,3,2,30/07/1983,182cm,High/High,Silver,70,60,49,63,66,71,64
2025,Cristian Neguț,https://futhead.cursecdn.com/static/img/22/players/251052.png,RM,AFC Chindia,https://futhead.cursecdn.com/static/img/22/clubs/113387.png,Liga I,https://futhead.cursecdn.com/static/img/22/leagues/330.png,Romania,https://futhead.cursecdn.com/static/img/22/nations/39.png,Right,3,4,9/12/1995,176cm,Medium/Medium,Silver,66,80,57,62,67,30,63
2026,Cristian Neguț,https://futhead.cursecdn.com/static/img/22/players/251052.png,RM,CFR Cluj,https://futhead.cursecdn.com/static/img/22/clubs/114385.png,Liga I,https://futhead.cursecdn.com/static/img/22/leagues/330.png,Romania,https://futhead.cursecdn.com/static/img/22/nations/39.png,Right,3,4,9/12/1995,176cm,Medium/Medium,Silver,66,80,57,62,67,30,63
2027,Cristian Ortiz,https://futhead.cursecdn.com/static/img/22/players/223206.png,CF,Tijuana,https://futhead.cursecdn.com/static/img/22/clubs/111678.png,LIGA BBVA MX,https://futhead.cursecdn.com/static/img/22/leagues/341.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,3,3,20/08/1992,169cm,Medium/Medium,Silver,72,76,69,67,71,42,57
2030,Cristian Roldan,https://futhead.cursecdn.com/static/img/22/players/226807.png,CDM,Sounders FC,https://futhead.cursecdn.com/static/img/22/clubs/111144.png,Major League Soccer,https://futhead.cursecdn.com/static/img/22/leagues/39.png,United States,https://futhead.cursecdn.com/static/img/22/nations/95.png,Right,3,4,3/6/1995,173cm,High/High,Gold,75,71,67,70,75,70,79
2031,Cristian Romero,https://futhead.cursecdn.com/static/img/22/players/232488.png,CB,Spurs,https://futhead.cursecdn.com/static/img/22/clubs/18.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,3,2,27/04/1998,185cm,Low/High,Gold,82,76,46,52,61,83,84
2032,Cristian Săpunaru,https://futhead.cursecdn.com/static/img/22/players/156221.png,CB,FC Rapid,https://futhead.cursecdn.com/static/img/22/clubs/310.png,Liga I,https://futhead.cursecdn.com/static/img/22/leagues/330.png,Romania,https://futhead.cursecdn.com/static/img/22/nations/39.png,Right,2,3,5/4/1984,187cm,Medium/High,Silver,68,38,67,64,66,66,75
2033,Cristian Tarragona,https://futhead.cursecdn.com/static/img/22/players/232729.png,ST,Gimnasia,https://futhead.cursecdn.com/static/img/22/clubs/101084.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,3,4,9/4/1991,180cm,High/Medium,Silver,72,83,71,53,70,43,80
2034,Cristian Tello,https://futhead.cursecdn.com/static/img/22/players/200315.png,LM,Real Betis,https://futhead.cursecdn.com/static/img/22/clubs/449.png,LaLiga Santander,https://futhead.cursecdn.com/static/img/22/leagues/53.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Right,4,4,19/08/1991,178cm,Medium/Medium,Gold,79,89,75,74,80,48,62
2035,Cristian Tănase,https://futhead.cursecdn.com/static/img/22/players/192616.png,LM,FC Argeș,https://futhead.cursecdn.com/static/img/22/clubs/100759.png,Liga I,https://futhead.cursecdn.com/static/img/22/leagues/330.png,Romania,https://futhead.cursecdn.com/static/img/22/nations/39.png,Right,3,3,18/02/1987,177cm,Medium/Low,Silver,66,55,60,70,66,36,53
2036,Cristian Vega,https://futhead.cursecdn.com/static/img/22/players/251213.png,CDM,Colón,https://futhead.cursecdn.com/static/img/22/clubs/110406.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,2,3,17/09/1993,178cm,High/High,Silver,71,68,59,65,65,67,72
2037,Cristian Vega,https://futhead.cursecdn.com/static/img/22/players/251213.png,CDM,Central Córdoba,https://futhead.cursecdn.com/static/img/22/clubs/112965.png,Liga Profesional de Fútbol,https://futhead.cursecdn.com/static/img/22/leagues/353.png,Argentina,https://futhead.cursecdn.com/static/img/22/nations/52.png,Right,2,3,17/09/1993,178cm,High/High,Silver,71,68,59,65,65,67,72
2040,Cristiano,https://futhead.cursecdn.com/static/img/22/players/207722.png,RM,Kashiwa Reysol,https://futhead.cursecdn.com/static/img/22/clubs/101145.png,Meiji Yasuda J1 League,https://futhead.cursecdn.com/static/img/22/leagues/349.png,Brazil,https://futhead.cursecdn.com/static/img/22/nations/54.png,Right,3,4,12/1/1987,183cm,High/High,Silver,72,77,72,69,69,48,80
2041,Cristiano Biraghi,https://futhead.cursecdn.com/static/img/22/players/201389.png,LWB,Fiorentina,https://futhead.cursecdn.com/static/img/22/clubs/110374.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Italy,https://futhead.cursecdn.com/static/img/22/nations/27.png,Left,3,3,1/9/1992,185cm,Medium/Medium,Gold,76,75,65,74,73,72,69
2042,Cristiano Lombardi,https://futhead.cursecdn.com/static/img/22/players/215810.png,RM,Latium,https://futhead.cursecdn.com/static/img/22/clubs/115841.png,Serie A TIM,https://futhead.cursecdn.com/static/img/22/leagues/31.png,Italy,https://futhead.cursecdn.com/static/img/22/nations/27.png,Right,3,3,19/08/1995,180cm,High/Medium,Silver,67,77,63,59,72,29,50
2044,Cristiano Piccini,https://futhead.cursecdn.com/static/img/22/players/201939.png,RB,Valencia CF,https://futhead.cursecdn.com/static/img/22/clubs/461.png,LaLiga Santander,https://futhead.cursecdn.com/static/img/22/leagues/53.png,Italy,https://futhead.cursecdn.com/static/img/22/nations/27.png,Right,3,2,26/09/1992,189cm,Medium/Medium,Gold,75,75,42,64,71,74,76
2045,Cristiano Ronaldo,https://futhead.cursecdn.com/static/img/22/players/20801.png,ST,Manchester Utd,https://futhead.cursecdn.com/static/img/22/clubs/11.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,Portugal,https://futhead.cursecdn.com/static/img/22/nations/38.png,Right,5,4,5/2/1985,187cm,High/Low,Gold,91,87,93,82,88,34,75
2046,Cristo González,https://futhead.cursecdn.com/static/img/22/players/225105.png,ST,R. Valladolid CF,https://futhead.cursecdn.com/static/img/22/clubs/462.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Right,3,2,14/10/1997,178cm,Medium/Low,Silver,68,75,67,63,72,39,60
2047,Cristo Romero,https://futhead.cursecdn.com/static/img/22/players/253766.png,LM,Real Sociedad B,https://futhead.cursecdn.com/static/img/22/clubs/110711.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Left,3,3,30/04/2000,173cm,Medium/Medium,Silver,68,76,50,62,69,58,52
2049,Cristóbal,https://futhead.cursecdn.com/static/img/22/players/192074.png,CDM,CF Fuenlabrada,https://futhead.cursecdn.com/static/img/22/clubs/110065.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Right,2,3,21/04/1984,181cm,High/Medium,Silver,70,66,67,68,69,68,70
2050,Crivellaro,https://futhead.cursecdn.com/static/img/22/players/195838.png,CAM,Chennaiyin FC,https://futhead.cursecdn.com/static/img/22/clubs/113297.png,Hero Indian Super League,https://futhead.cursecdn.com/static/img/22/leagues/2149.png,Brazil,https://futhead.cursecdn.com/static/img/22/nations/54.png,Left,3,3,18/02/1989,184cm,Medium/Medium,Silver,69,59,67,69,68,45,69
2051,Crysencio Summerville,https://futhead.cursecdn.com/static/img/22/players/251954.png,RM,Leeds United,https://futhead.cursecdn.com/static/img/22/clubs/8.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,Netherlands,https://futhead.cursecdn.com/static/img/22/nations/34.png,Right,3,3,30/10/2001,174cm,High/Low,Silver,67,88,61,58,70,24,46
2052,Cryzan,https://futhead.cursecdn.com/static/img/22/players/230601.png,ST,Santa Clara,https://futhead.cursecdn.com/static/img/22/clubs/1438.png,Liga Portugal,https://futhead.cursecdn.com/static/img/22/leagues/308.png,Brazil,https://futhead.cursecdn.com/static/img/22/nations/54.png,Right,3,4,7/7/1996,190cm,High/Medium,Silver,70,73,68,68,69,22,75
2053,Cucurella,https://futhead.cursecdn.com/static/img/22/players/239231.png,LM,Brighton,https://futhead.cursecdn.com/static/img/22/clubs/1808.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Left,3,3,22/07/1998,172cm,High/Medium,Gold,81,79,67,78,80,73,74
2054,Curro Sánchez,https://futhead.cursecdn.com/static/img/22/players/231733.png,RM,UD Almería,https://futhead.cursecdn.com/static/img/22/clubs/1861.png,LaLiga SmartBank,https://futhead.cursecdn.com/static/img/22/leagues/54.png,Spain,https://futhead.cursecdn.com/static/img/22/nations/45.png,Left,3,3,3/1/1996,173cm,High/Medium,Silver,72,76,71,70,73,41,50
2055,Curtis Davies,https://futhead.cursecdn.com/static/img/22/players/163761.png,CB,Derby County,https://futhead.cursecdn.com/static/img/22/clubs/91.png,EFL Championship,https://futhead.cursecdn.com/static/img/22/leagues/14.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,2,3,15/03/1985,188cm,Medium/High,Silver,70,45,36,45,53,72,63
2056,Curtis Edwards,https://futhead.cursecdn.com/static/img/22/players/204220.png,CM,Djurgårdens IF,https://futhead.cursecdn.com/static/img/22/clubs/710.png,Allsvenskan,https://futhead.cursecdn.com/static/img/22/leagues/56.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,3,4,12/1/1994,180cm,Medium/Medium,Silver,66,54,64,67,65,58,68
2057,Curtis Good,https://futhead.cursecdn.com/static/img/22/players/203224.png,CB,Melbourne City,https://futhead.cursecdn.com/static/img/22/clubs/112224.png,A-League,https://futhead.cursecdn.com/static/img/22/leagues/351.png,Australia,https://futhead.cursecdn.com/static/img/22/nations/195.png,Left,2,3,23/03/1993,187cm,Low/Medium,Silver,69,50,35,57,51,70,76
2058,Curtis Jones,https://futhead.cursecdn.com/static/img/22/players/242434.png,CM,Liverpool,https://futhead.cursecdn.com/static/img/22/clubs/9.png,Premier League,https://futhead.cursecdn.com/static/img/22/leagues/13.png,England,https://futhead.cursecdn.com/static/img/22/nations/14.png,Right,4,4,30/01/2001,185cm,High/Medium,Silver,73,67,65,70,76,63,70
